,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
629,"OnePlus 13R 5g (Astral Trail, 256 GB)","1,983 Ratings & 153 Reviews",12 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,6.78 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹40,481","₹27,999"
630,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹36,999"
631,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹20,499"
632,"IQOO Z10X 5G (Ultramarine, 256 GB)",668 Ratings & 32 Reviews,8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year on Handset and 6 Months on Accessories,6.7 inch,N/A,6500 mAh Battery,50MP Rear Camera,N/A,"₹16,685","₹8,999"
633,"Infinix SMART 9 HD (Mint Green, 64 GB)","2,820 Ratings & 205 Reviews",3 GB RAM , 64 GB ROM ,6.7 inch,Mediatek Helio G50 Processor,5000 mAh Lithium-ion Polymer Battery,13MP Rear Camera , 8MP Front Camera,"₹6,699","₹8,999"
634,"Infinix SMART 9 HD (Coral Gold, 64 GB)","2,820 Ratings & 205 Reviews",3 GB RAM , 64 GB ROM ,6.7 inch,Mediatek Helio G50 Processor,5000 mAh Lithium-ion Polymer Battery,13MP Rear Camera , 8MP Front Camera,"₹6,699","₹35,999"
635,"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)","1,260 Ratings & 165 Reviews",12 GB RAM , 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP ,6.83 inch,Dimensity 8350 Ultra Processor,6000 mAh Battery,N/A,N/A,"₹26,999","₹27,999"
636,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹4,999"
637,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹24,499"
638,"Samsung Galaxy M35 5G (Moonlight Blue, 128 GB)","23,111 Ratings & 1,901 Reviews",6 GB RAM , 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,6.6 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹15,999","₹59,999"
639,"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","10,180 Ratings & 868 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP ,6.7 inch,Exynos 2400e Processor,4700 mAh Battery,N/A,N/A,"₹35,999","₹36,999"
640,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999",₹899
641,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,"₹24,999"
642,"POCO X7 5G (Cosmic Silver, 128 GB)","9,797 Ratings & 953 Reviews",8 GB RAM , 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP ,6.67 inch,Dimensity 7300 Ultra Processor,5500 mAh Battery,N/A,N/A,"₹16,999","₹41,999"
643,"Motorola Edge 50 Pro 5G with 125W Charger (Caneel Bay, 256 GB)","64,505 Ratings & 4,356 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP ,6.7 inch,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,N/A,N/A,"₹27,999","₹32,999"
644,"realme P3 Pro 5G (Saturn Brown, 256 GB)","1,260 Ratings & 121 Reviews",12 GB RAM , 256 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP ,6.83 inch,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,N/A,N/A,"₹23,999","₹32,999"
645,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)","36,750 Ratings & 2,776 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP ,6.67 inch,Snapdragon 7 Gen 1 Accelerated Edition Processor,5000 mAh Battery,N/A,N/A,"₹21,999",₹180
646,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,"₹1,19,900"
647,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)","2,215 Ratings & 120 Reviews",128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP ," 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.3 inch,"A18 Pro Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹1,12,900",N/A
648,"CMF by Nothing Phone 2 Pro (White, 256 GB)","11,252 Ratings & 1,035 Reviews",8 GB RAM , 256 GB ROM ,6.77 inch,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹24,999"
649,"MOTOROLA Edge 50 (Jungle Green, 256 GB)","36,750 Ratings & 2,776 Reviews",8 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 13MP + 10MP ,6.67 inch,Snapdragon 7 Gen 1 Accelerated Edition Processor,5000 mAh Battery,N/A,N/A,"₹21,999","₹32,999"
650,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
651,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
652,"MOTOROLA Razr 60 (PANTONE Gibraltar Sea, 256 GB)",227 Ratings & 34 Reviews,8 GB RAM , 256 GB ROM17.53 cm (6.9 inch) Full HD+ Display50MP + 13MP ,6.9 inch,Dimensity 7400X Processor,4500 mAh Battery,N/A,N/A,"₹49,999","₹54,999"
653,"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)","4,226 Ratings & 558 Reviews",8 GB RAM , 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP ,6.83 inch,Dimensity 8350 Ultra Processor,6000 mAh Battery,N/A,N/A,"₹23,999","₹31,999"
654,"realme C75 5G (Midnight Lily, 128 GB)",314 Ratings & 17 Reviews,4 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹12,999","₹15,999"
655,"realme P3 Ultra 5G (Orion Red, 128 GB)","4,226 Ratings & 558 Reviews",8 GB RAM , 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP ,6.83 inch,Dimensity 8350 Ultra Processor,6000 mAh Battery,N/A,N/A,"₹23,999","₹31,999"
656,EVEREADY Carbon Zinc AA  Battery,"5,560 Ratings & 369 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
657,"realme C75 5G (Purple Blossom, 128 GB)",314 Ratings & 17 Reviews,4 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹12,999","₹15,999"
658,"CMF by Nothing Phone 2 Pro (Black, 256 GB)","11,252 Ratings & 1,035 Reviews",8 GB RAM , 256 GB ROM ,6.77 inch,Dimensity 7300 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹24,999"
659,"IQOO Neo 10R 5G (Raging Blue, 256 GB)",620 Ratings & 54 Reviews,8 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6.78 inch,N/A,6400 mAh Battery,50MP Rear Camera,N/A,"₹28,399","₹33,999"
660,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
661,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
662,"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","9,874 Ratings & 1,383 Reviews",8 GB RAM , 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP ,6.83 inch,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,N/A,N/A,"₹31,999","₹35,999"
663,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",568 Ratings & 99 Reviews,6 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera ,6.78 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,64MP Rear Camera , 13MP Front Camera,"₹15,999","₹18,999"
664,"Tecno Pova Curve 5G (Geek Black, 128 GB)",450 Ratings & 78 Reviews,8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera ,6.78 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,64MP Rear Camera , 13MP Front Camera,"₹16,999","₹19,999"
665,"Apple iPhone 16 (Black, 256 GB)","19,106 Ratings & 793 Reviews",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A18 Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹84,900","₹89,900"
666,"Tecno POP 9 4G (Glittery White, 64 GB)",23 Ratings & 1 Reviews,3 GB RAM , 64 GB ROM16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories,6.67 inch,N/A,5000 mAh Battery,13MP Rear Camera,N/A,"₹6,499","₹8,499"
667,"POCO C75 5G (Enchanted Green, 128 GB)","73,614 Ratings & 3,800 Reviews",4 GB RAM , 128 GB ROM ,6.88 inch,4s Gen 2 5G Processor,5160 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹8,499","₹11,499"
668,"POCO X6 Neo 5G (Astral Black, 128 GB)","41,814 Ratings & 3,054 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6080 Processor,5000 mAh Battery,N/A,N/A,"₹13,890","₹19,999"
669,"Motorola g45 5G (Pink Lavender, 128 GB)","45,749 Ratings & 2,862 Reviews",4 GB RAM , 128 GB ROM ,6.5 inch,Snapdragon 6s Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹12,999"
670,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
671,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
672,"realme P3 Pro 5G (Galaxy Purple, 128 GB)","5,147 Ratings & 473 Reviews",8 GB RAM , 128 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP ,6.83 inch,7s Gen 3 Mobile Platform Processor,6000 mAh Battery,N/A,N/A,"₹21,999","₹28,999"
673,"Apple iPhone 16 (White, 256 GB)","19,106 Ratings & 793 Reviews",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A18 Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹84,900","₹89,900"
674,"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)","4,226 Ratings & 558 Reviews",8 GB RAM , 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP ,6.83 inch,Dimensity 8350 Ultra Processor,6000 mAh Battery,N/A,N/A,"₹25,999","₹33,999"
675,"Samsung Galaxy F16 5G (Bling Black, 128 GB)","2,097 Ratings & 138 Reviews",4 GB RAM , 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP ,6.657 inch,Dimensity 6300 Processor,5000 mAh Battery,N/A,N/A,"₹10,749","₹15,999"
676,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
677,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
678,"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","3,291 Ratings & 321 Reviews",12 GB RAM , 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP ,6.8 inch,Snapdragon 8 Gen 3 Processor,5000 mAh Battery,N/A,N/A,"₹80,988","₹1,34,999"
679,"realme Narzo 80x 5G (Sunlit Gold, 128 GB)",286 Ratings & 5 Reviews,8 GB RAM , 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6.72 inch,N/A,6000 mAh Battery,50MP Rear Camera,N/A,"₹12,980","₹15,999"
680,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
681,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
682,"realme C75 5G (Lily White, 128 GB)",540 Ratings & 27 Reviews,6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6300 Processor,6000 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹13,999","₹16,999"
683,"Samsung Galaxy A55 5G (Awesome Navy, 128 GB)","1,705 Ratings & 145 Reviews",8 GB RAM , 128 GB ROM ,6.6 inch,Samsung Exynos 1480 Processor,5000 mAh Battery,N/A,N/A,"₹27,440","₹42,999"
684,"vivo T3 Ultra (Frost Green, 256 GB)","9,307 Ratings & 729 Reviews",12 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP ,6.78 inch,Dimensity 9200+ Processor,5500 mAh Battery,N/A,N/A,"₹31,999","₹39,999"
685,"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)","1,705 Ratings & 145 Reviews",8 GB RAM , 256 GB ROM ,6.6 inch,Samsung Exynos 1480 Processor,5000 mAh Battery,N/A,N/A,"₹29,990","₹45,999"
686,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
687,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
688,"POCO C71 (Power Black, 128 GB)","6,134 Ratings & 356 Reviews",6 GB RAM , 128 GB ROM ,6.88 inch,6 x A55@1.6GHz Processor,5200 mAh Battery,32MP Rear Camera , 8MP Front Camera,"₹6,999","₹9,999"
689,"IQOO Neo 10 (Inferno Red, 128 GB)",54 Ratings & 9 Reviews,8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP ,6.78 inch,Qualcomm sd Processor,7000 mAh Battery,N/A,N/A,"₹33,765","₹36,999"
690,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
691,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
692,"Motorola g04s (Satin Blue, 64 GB)","29,674 Ratings & 1,641 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,T606 Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹7,299","₹9,999"
693,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",450 Ratings & 78 Reviews,8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera ,6.78 inch,Dimensity 7300 Ultimate Processor,5500 mAh Battery,64MP Rear Camera , 13MP Front Camera,"₹16,999","₹19,999"
694,"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","1,793 Ratings & 211 Reviews",12 GB RAM , 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP ,6.9 inch,8 Elite for Galaxy Processor,5000 mAh Battery,N/A,N/A,"₹1,29,999","₹1,41,999"
695,"POCO X7 Pro 5G (Obsidian Black, 256 GB)","4,175 Ratings & 548 Reviews",12 GB RAM , 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP ,6.67 inch,Dimensity D8400 Ultra Processor,6550 mAh Battery,N/A,N/A,"₹25,999","₹33,999"
696,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
697,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
698,"Apple iPhone 16 (Ultramarine, 128 GB)","19,106 Ratings & 793 Reviews",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP ," 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",6.1 inch,"A18 Chip, 6 Core Processor Processor",N/A,N/A,N/A,"₹74,900","₹79,900"
699,"IQOO z9x (Storm Grey, 128 GB)","9,734 Ratings & 492 Reviews",6 GB RAM , 128 GB ROM ,6.72 inch,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,6000 mAh Battery,N/A,N/A,"₹12,700","₹18,999"
700,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
701,"Nothing Phone (3a) Pro (Black, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
702,"OPPO A3x (Nebula Red, 64 GB)",979 Ratings & 64 Reviews,4 GB RAM , 64 GB ROM ,6.67 inch,6s 4G Gen1 Processor,5100 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹8,999","₹12,999"
703,"OPPO A3x (Ocean Blue, 64 GB)",979 Ratings & 64 Reviews,4 GB RAM , 64 GB ROM ,6.67 inch,6s 4G Gen1 Processor,5100 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹8,999","₹12,999"
704,"Google Pixel 8a (Obsidian, 128 GB)","6,473 Ratings & 549 Reviews",8 GB RAM , 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP ,6.1 inch,Tensor G3 Processor,4404 mAh Battery,N/A,N/A,"₹37,999","₹52,999"
705,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","4,156 Ratings & 452 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP ,6.7 inch,Dimensity 8350 Processor,6000 mAh Battery,N/A,N/A,"₹33,999","₹40,999"
706,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
707,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
708,"OnePlus Nord CE4 (Celadon Marble, 128 GB)","23,321 Ratings & 1,311 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5500 mAh BatteryOxygenOS 14.0 ProcessorDomestic Warranty 1 Year For Handset And 6 month For Accessories.,6.7 inch,OxygenOS 14.0 Processor,5500 mAh Battery,50MP Rear Camera,N/A,"₹21,427","₹24,999"
709,"realme P1 Speed 5G (Textured Titanium, 128 GB)","2,480 Ratings & 261 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 7300 Energy Processor,5000 mAh Battery,N/A,N/A,"₹14,845","₹20,999"
710,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
711,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
712,"vivo T3 Ultra (Frost Green, 128 GB)","21,018 Ratings & 1,754 Reviews",8 GB RAM , 128 GB ROM17.22 cm (6.78 inch) Display50MP + 8MP ,6.78 inch,Dimensity 9200+ Processor,5500 mAh Battery,N/A,N/A,"₹27,999","₹35,999"
